,title,time,link,text
27,إمام عاشور يكشف سبب اختياره التوقيع للأهلي المصري على العودة للزمالك,14:36 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553940-%D8%A5%D9%85%D8%A7%D9%85-%D8%B9%D8%A7%D8%B4%D9%88%D8%B1-%D9%8A%D9%83%D8%B4%D9%81-%D8%B3%D8%A8%D8%A8-%D8%AA%D9%81%D8%B6%D9%8A%D9%84%D9%87-%D8%A7%D9%84%D8%AA%D9%88%D9%82%D9%8A%D8%B9-%D9%84%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D9%88%D8%AF%D8%A9-%D9%84%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83/,"اعترف نجم وسط نادي الأهلي المصري، إمام عاشور، بتواصله مع مسؤولي الزمالك بهدف العودة للفريق قبل نهاية رحلة احترافه مع ميتيلاند الدنماركي، لكنه لم يجد ردا.
وانضم عاشور لصفوف الأهلي بداية الموسم الجاري قادما من ميتيلاند الدنماركي، الذي تعاقد معه في يناير 2023 قادما من صفوف الزمالك.
وقال عاشور في تصريحات تلفزيونية، إنه فتح ملف المفاوضات مع الأهلي وأغلق صفحة الزمالك بعدما وجد تجاهلا من مسؤولي ""القلعة البيضاء"".
وأضاف: ""الأهلي لم يتواصل معي قبل رحيلي إلى ميتيلاند، وكنت في طريقي للعودة للزمالك ولكن هناك أشخاصا تجاهلوا ذلك"".
وأكد أن أحمد حسام ""ميدو"" مدرب الزمالك الأسبق، تحدث معه لإقناعه بالعودة للقلعة البيضاء، ولكنه اتخذ قرارا نهائيا بالتفاوض مع الأهلي.
وأشار إلى أنه يعمل بلغة الاحتراف وليس العاطفة، موضحا أن عائلته لم تعد ""زملكاوية""، حيث أصبح جميع أفرادها يشجعون الأهلي، ولكن شقيقه محمد ما زال يحتفظ بصورته بالقميص الأبيض.
المصدر: وكالات


"
28,مانشستر سيتي يتخطى كريستال بالاس ويلحق بليفربول في صدارة الدوري الإنجليزي,14:00 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553932-%D9%85%D8%A7%D9%86%D8%B4%D8%B3%D8%AA%D8%B1-%D8%B3%D9%8A%D8%AA%D9%8A-%D9%8A%D8%AA%D8%AE%D8%B7%D9%89-%D9%83%D8%B1%D9%8A%D8%B3%D8%AA%D8%A7%D9%84-%D8%A8%D8%A7%D9%84%D8%A7%D8%B3/,
29,أول تعليق لكولر بعد تأهل الأهلي المصري لنصف نهائي دوري أبطال إفريقيا,12:41 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553919-%D8%A3%D9%88%D9%84-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D9%84%D9%83%D9%88%D9%84%D8%A9-%D8%A8%D8%B9%D8%AF-%D8%AA%D8%A3%D9%87%D9%84-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D9%84%D9%86%D8%B5%D9%81-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-%D8%AF%D9%88%D8%B1%D9%8A-%D8%A3%D8%A8%D8%B7%D8%A7%D9%84-%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7/,"أكد المدير الفني لنادي الأهلي المصري، السويسري مارسيل كولر، أن فريقه حقق ما يريد في مواجهة سيمبا التنزاني أمس الجمعة، بالفوز بهدفين دون رد والتأهل لنصف نهائي دوري أبطال إفريقيا.
وقال كولر في المؤتمر الصحفي عقب اللقاء، إن فريقه تعامل بشكل جيد مع المباراة وحقق ما يريد بالفوز ذهابا (1-0) وإيابا (2-0).
وأضاف: ""تركت الاستحواذ لفريق سيمبا ونجحنا في صناعة العديد من الفرص، والفوز بنتيجة 3-0 في المباراتين أمر مميز للغاية"".
وتابع: ""أختار الأسلوب التكتيكي الأنسب وفقا لكل مباراة ونجحنا في التعامل مع سيمبا"".
وأكمل المدرب السويسري: ""البعض غير سعيد بالأداء؟ تغلبنا على ظروف صعبة في الذهاب وحققنا فوزا مهما، واليوم (أمس) حسمنا التأهل، أيهما أفضل اللعب والفوز أم تغيير الأسلوب والخسارة والبكاء بعد ذلك؟"".
المصدر: وكالات"
30,صلاح يكشف عن ثلاث هوايات ساعدته في الوصول إلى القمة مع ليفربول,10:56 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553899-%D8%B5%D9%84%D8%A7%D8%AD-%D9%8A%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D8%AB%D9%84%D8%A7%D8%AB-%D9%87%D9%88%D8%A7%D9%8A%D8%A7%D8%AA-%D8%B3%D8%A7%D8%B9%D8%AF%D8%AA%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D9%88%D8%B5%D9%88%D9%84-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D9%82%D9%85%D8%A9-%D9%85%D8%B9-%D9%84%D9%8A%D9%81%D8%B1%D8%A8%D9%88%D9%84/,"كشف النجم المصري محمد صلاح عن الأساليب التي يتبعها لتعزيز قدراته الفكرية في وقت فراغه بعيدا عن المستطيل الأخضر، وذلك من أجل بلوغ أفضل مستوياته والوصول للقمة مع ليفربول وفق تعبيره.
وقال صلاح لشبكة ""ESPN""، إنه يمارس ثلاث هوايات في وقت فراغه وهي الشطرنج، واليوغا، والتأمل.
وأضاف: ""ألعب الشطرنج كل يوم تقريبا. كما أمارس اليوغا لجزء كبير من الوقت، وأمارس التأمل كل يوم تقريبا"".
وتابع هداف نادي ليفربول: ""أحاول تطوير الأشياء التي تبدو صغيرة، ليس فقط من خلال كرة القدم، ولكن أيضا من خلال التفكير كشخص. الأمر هكذا.. عندما أفكر في الأمر، أقوم بهذه الأنشطة لأكون أفضل نسخة لي في كرة القدم. ولكن كإنسان، أنا أيضا بحاجة إلى التطور"".
ويقدم صلاح مستويات رائعة مع ليفربول هذا الموسم حيث يحتل المركز الثاني في قائمة هدافي الدوري الإنجليزي فيما يتصدر ""الريدز"" الترتيب العام للدوري قبل ثماني جولات فقط من ختام المسابقة.
المصدر: ""ESPN""
"
31,"""عدوى بنزيما"" تطال المغربي حمد الله في الدوري السعودي (فيديو)",10:11 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553887-%D8%B9%D8%AF%D9%88%D9%89-%D8%A8%D9%86%D8%B2%D9%8A%D9%85%D8%A7-%D8%AA%D8%B7%D8%A7%D9%84-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8%D9%8A-%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D9%84%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A-%D9%81%D9%8A%D8%AF%D9%8A%D9%88/,"انتقلت ""عدوى"" إهدار ركلات الجزاء من مهاجم اتحاد جدة، الفرنسي كريم بنزيما إلى زميله المغربي عبد الرزاق حمد الله.
وخلال مباراة اتحاد جدة أمام التعاون (0-0) أمس الجمعة ضمن الجولة 27 من الدوري السعودي للمحترفين، احتسب حكم المباراة الإسباني سيزار سوتو جرادو، ركلة جزاء لصالح ""العميد"" عند الدقيقة التاسعة، وانبرى لها حمد الله، لكن حارس التعاون مايلسون دوس سانتوس تصدى للركلة ببراعة.
🚨🚨🚨🚨🚨🚨🚨🚨عبدالرزاق حمدالله يهدر ركلة جزاء 😱😱 pic.twitter.com/tw3hOkCL3v
وتعد هذه الركلة هي الأولى التي يضيعها حمد الله منذ انضمامه إلى صفوف الاتحاد، حيث سدد 18 ركلة بقميص ""العميد"" نجح في تسجيلها جميعها.
حمدالله يهدر ركلة جزاء !#الاتحاد_التعاونpic.twitter.com/c38XeKzc8vhttps://t.co/1LvdPweDg5
وكان حمد الله قد نفذ ركلة الجزاء عوضا عن بنزيما، الذي أهدر أربع ركلات جزاء هذا الموسم مع اتحاد جدة.
وإجمالا، أهدر بنزيما 12 ركلة جزاء في مسيرته الكروية بواقع أربع مع الاتحاد و ثلاث مع منتخب فرنسا و خمس ركلات خلال مشواره بقميص ريال مدريد الإسباني.
المصدر: وكالات
"
32,نقل نجم الأهلي المصري حسين الشحات إلى المستشفى بعد لقاء سيمبا التنزاني,09:37 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553881-%D9%86%D9%82%D9%84-%D9%86%D8%AC%D9%85-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%AD%D8%B3%D9%8A%D9%86-%D8%A7%D9%84%D8%B4%D8%AD%D8%A7%D8%AA-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A8%D8%B9%D8%AF-%D9%84%D9%82%D8%A7%D8%A1/,"نقل جناح نادي الأهلي المصري حسين الشحات إلى المستشفى بعد تعرضه لإصابة في رأسه خلال مباراة فريقه ضد سيمبا التنزاني، أمس الجمعة في إياب ربع نهائي دوري أبطال إفريقيا لكرة القدم.
وكتب الأهلي على حسابه في موقع ""فيسبوك"": ""نقل حسين الشحات للمستشفى لإجراء بعض الفحوصات الطبية، للاطمئنان على صحته، عقب نهاية مباراة سيمبا"".
🚨🚨 نقل حسين الشحات للمستشفى لإجراء بعض الفحوصات الطبية، للاطمئنان على صحته، عقب نهاية مباراة سيمبا 🦅#يلا_يا_أهليpic.twitter.com/ps9NenSYzz
وكان الشحات تعرض لإصابة على مستوى الرأس في الدقائق الأخيرة من مواجهة سيمبا التي انتهت بفوز الأهلي بهدفين دون رد ليتأهل إلى الدور نصف النهائي لدوري الأبطال.
وينتظر الفريق المصري في الدور نصف النهائي المتأهل من المواجهة التي ستجمع في وقت لاحق اليوم السبت بين بيترو أتلتيكو الأنغولي ومازيمبي الكونغولي.
المصدر: RT"
33,جماهير الأهلي المصري توجه رسالة لآل الشيخ بعد إلغاء مباراة فريقها ضد الزمالك في السعودية (صورة),09:07 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553874-%D8%AC%D9%85%D8%A7%D9%87%D9%8A%D8%B1-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%AA%D9%88%D8%AC%D9%87-%D8%B1%D8%B3%D8%A7%D9%84%D8%A9-%D9%84%D8%AA%D8%B1%D9%83%D9%8A-%D8%A2%D9%84-%D8%A7%D9%84%D8%B4%D9%8A%D8%AE-%D8%A8%D8%B9%D8%AF-%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D9%81%D8%B1%D9%8A%D9%82%D9%87%D8%A7-%D8%B6%D8%AF-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D8%B5%D9%88%D8%B1%D8%A9/,
34,أول تصريح لداني ألفيش بعد خروجه من السجن,08:22 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553872-%D8%A3%D9%88%D9%84-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD-%D9%84%D8%AF%D8%A7%D9%86%D9%8A-%D8%A3%D9%84%D9%81%D9%8A%D8%B4-%D8%A8%D8%B9%D8%AF-%D8%AE%D8%B1%D9%88%D8%AC%D9%87-%D9%85%D9%86-%D8%A7%D9%84%D8%B3%D8%AC%D9%86/,
35,الأهلي يجدد فوزه على سيمبا التنزاني ويصعد لنصف نهائي دوري أبطال إفريقيا,22:20 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553814-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%8A%D8%AC%D8%AF%D8%AF-%D9%81%D9%88%D8%B2%D9%87-%D8%B9%D9%84%D9%89-%D8%B3%D9%8A%D9%85%D8%A8%D8%A7-%D8%A7%D9%84%D8%AA%D9%86%D8%B2%D8%A7%D9%86%D9%8A-%D9%88%D9%8A%D8%B5%D8%B9%D8%AF-%D9%84%D9%86%D8%B5%D9%81-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-%D8%AF%D9%88%D8%B1%D9%8A-%D8%A3%D8%A8%D8%B7%D8%A7%D9%84-%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7/,"جدد الأهلي المصري فوزه على ضيفه سيمبا التنزاني بتغلبه عليه بهدفين دون رد يوم الجمعة في إياب ربع نهائي دوري أبطال إفريقيا ليحجز مقعده في المربع الذهبي للمسابقة القارية.
ويدين الأهلي بالفضل في هذا الفوز والتأهل للاعبه المخضرم عمرو السولية، ومهاجمه محمود عبد المنعم ""كهربا"" (من ركلة جزاء) اللذين سجلا الهدفين في الدقيقتين و47 و""6+90"".
أسيست موديست ل السوليه في هدف الأهلي 🔥 #الاهلي_سيمبا#الاهلي#simbapic.twitter.com/ZKiFtIS5F3
🎥 هدف الاهلي الثاني محمود كهربا! 🔥#الاهلي_سيمباpic.twitter.com/IxtIuASIdg
وكان الأهلي قد فاز قبل أسبوع على مضيفه سيمبا في مباراة الإياب بهدف دون رد.
وينتظر الفريق المصري في الدور نصف النهائي المتأهل من المواجهة التي ستجمع غدا السبت بين بيترو أتلتيكو الأنغولي ومازيمبي الكونغولي.
المصدر: RT"
36,محمود داهود يوجه رسالة للجمهور السوري ويعتذر لكوبر وزملائه في المنتخب,21:41 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553804-%D9%85%D8%AD%D9%85%D9%88%D8%AF-%D8%AF%D8%A7%D9%87%D9%88%D8%AF-%D9%8A%D9%88%D8%AC%D9%87-%D8%B1%D8%B3%D8%A7%D9%84%D8%A9-%D9%84%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D9%88%D9%8A%D8%B9%D8%AA%D8%B0%D8%B1-%D9%84%D9%83%D9%88%D8%A8%D8%B1-%D9%88%D8%B2%D9%85%D9%84%D8%A7%D8%A6%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AE%D8%A8/,"نشر لاعب خط وسط نادي شتوتغارت، محمود داهود، بيانا يعتذر فيه بعد مغادرته معسكر منتخب سوريا قبل ساعات من مواجهة ميانمار بالتصفيات المزدوجة المؤهلة لكأس العالم وكأس آسيا.
وكتب داهود على صفحته في موقع ""فيسبوك"" يوم الجمعة: ""إلى الجماهير السورية.. أتفهم خيبة أملكم بسبب ما حصل في المعسكر، وأعتذر لعدم تمكني من ارتداء قميص المنتخب، وجلب الفرح والسعادة لكم"".
وتابع: ""حصلت عدة ظروف صعبة أدت إلى اتخاذي قرارات لا تتوافق مع رغبتي، أعتذر أيضا من زملائي الذين أحبهم وأحترمهم، ومن الأشخاص الذين كانوا ينتظرون ارتدائي لقميص منتخب سوريا لأنني لم أستطع التواجد لمساندتهم خلال مباراة ميانمار، أبارك لهم الفوز المهم الذي حققوه على طريق التأهل إلى كأس العالم 2026"".
وأردف صاحب الـ28 عاما الذي يلعب في صفوف نادي شتوتغارت الألماني على سبيل الإعارة من نادي برايتون الإنجليزي: ""كما أؤكد أنني وطوال مسيرتي الاحترافية كنت وما زلت أكن الاحترام والتقدير لكل المدربين الذي أشرفوا على تدريبي"".
وأوضح: ""أود التوضيح بأن الحال نفسه حدث وسيحدث مع المدرب هيكتور كوبر المحترم (مدرب منتخب سوريا)، وأنفي بشكل قاطع وجود أي خلاف بيني وبين الكادر الفني يتعلق بما حدث مؤخرا.. فأنا لاعب محترف أعلم تماما حقوقي وواجباتي والتزم بها"".
واختتم البيان: ""إن تمثيل منتخب سوريا وإسعاد الجمهور السوري أمر افتخر واعتز به مع تمنياتي بالتوفيق دائما للمنتخب الوطني"".
وكان داهود المولود في مدينة عامودا بمحافظة الحسكة ويحمل الجنسية الألمانية، تواجد في قائمة منتخب سوريا لخوض مواجهة ميانمار في الجولة الرابعة من التصفيات المؤهلة لكأس العالم 2026 وكأس آسيا 2027 والتي أقيمت في 26 مارس الماضي، وذلك بعدما حصل على موافقة الاتحاد الدولي لكرة القدم ""فيفا"" لتمثيل سوريا.
ولكن قبل ساعات من انطلاق مواجهة سوريا وميانمار، خرج الاتحاد السوري ببيان أعلن فيه أن داهود غادر معسكر منتخب ""نسور قاسيون"" بسبب ""استحالة تلبية طلباته التي حددها وكيل أعماله وستؤثر على المنتخب ككل"".
المصدر: RT"
37,أوزيل يكشف عن النادي الوحيد الذي تمنى اللعب في صفوفه ولم يحظ بذلك!,20:16 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553792-%D8%A3%D9%88%D8%B2%D9%8A%D9%84-%D9%8A%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D9%88%D8%AD%D9%8A%D8%AF-%D8%A7%D9%84%D8%B0%D9%8A-%D8%AA%D9%85%D9%86%D9%89-%D8%A7%D9%84%D9%84%D8%B9%D8%A8-%D9%84%D9%87-%D9%88%D9%84%D9%85-%D9%8A%D8%AA%D9%85%D9%83%D9%86-%D9%85%D9%86-%D8%B0%D9%84%D9%83/,
38,رونالدو على دكة البدلاء في لقاء النصر وضمك,19:16 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553774-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D8%BA%D9%84%D9%89-%D8%A7%D9%84%D8%AF%D9%83%D8%A9-%D9%81%D9%8A-%D9%84%D9%82%D8%A7%D8%A1-%D8%A7%D9%84%D9%86%D8%B5%D8%B1-%D9%88%D8%B6%D9%85%D9%83/,"قرر المدير الفني لنادي النصر، البرتغالي لويس كاسترو، الإبقاء على مواطنه كريستيانو رونالدو على دكة البدلاء في مباراة اليوم الجمعة ضد ضمك في الجولة الـ27 من الدوري السعودي.
وارتأى كاسترو استبعاد رونالدو من التشكيلة الأساسية للنصر لأول مرة منذ فترة طويلة، إذ يجلس على دكة البدلاء، بهدف إراحته قبل مباراة الديربي ضد الهلال المقررة الاثنين المقبل في نصف نهائي كأس السوبر السعودي.
كما فضل كاسترو الاحتفاظ أيضا بالنجم السنغالي ساديو ماني، والكرواتي مارسيلو بروزوفيتش، والبرازيلي أليكس تيليس على مقاعد البدلاء لإراحتهم.
قائمة الفريق الرسمية للمباراة تصـل! 🤩بالتوفيق لنجومنا 💛#النصر_ضمك | #AlNassrDamacpic.twitter.com/yLboknpHMI
وفي ما يلي تشكيلة النصر لمواجهة ضمك:
- حراسة المرمى: دافيد أوسبينا
- الدفاع: نواف بوشل، إيمريك لابورت، علي لاجامي، محمد قاسم
- الوسط: عبد المجيد الصليهم، علي الحسن، سامي النجعي
- الهجوم: عبد العزيز العليوة، عبد الرحمن غريب، مشاري النمر.
ويحتل النصر المركز الثاني في الدوري السعودي برصيد 62 نقطة ويتخلف بفارق 12 نقطة عن الهلال المتصدر.
المصدر: RT"
39,"بعد 7 أعوام.. مارسيلو يعترف بتعاونه مع رونالدو في ""سرقة رياضية"" قبل فوز ريال مدريد بدوري الأبطال",17:56 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553752-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84%D9%88-%D9%8A%D8%B9%D8%AA%D8%B1%D9%81-%D8%A8%D8%AA%D8%B9%D8%A7%D9%88%D9%86%D9%87-%D9%85%D8%B9-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D8%B1%D9%8A%D8%A7%D9%84-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF-%D8%A8%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%A3%D8%A8%D8%B7%D8%A7%D9%84/,"اعترف الظهير الأيسر البرازيلي السابق مارسيلو، بإهداء زميله السابق في ريال مدريد كريستيانو رونالدو تمريرة حاسمة سجل منها هدفا غير مشروع للريال قبل سبع سنوات في دوري أبطال أوروبا.
واستعاد مارسيلو خلال حلوله ضيفا على بودكاست ""PodPah""، ذكريات مواجهة ريال مدريد وبايرن ميونخ في ربع نهائي دوري أبطال أوروبا في موسم 2016-2017، حيث انتهت مباراة الذهاب في ""أليانز آرينا"" بفوز الريال (2-1)، قبل أن يكرر فوزه إيابا بصعوبة (4-2) بعد التمديد، وهي النتيجة التي شكك فيها النجم البرازيلي.
Marcelo, about Cristiano Ronaldo's offside goal in 2017 against Bayern. 📸PodPah pic.twitter.com/3jyqDlEbvI
وفي تلك المباراة المثيرة للجدل، انتهى الوقت الأصلي بتقدم البايرن بنتيجة 2-1 (النتيجة ذاتها التي فاز بها الريال ذهابا)، ليحتكم الفريقان لشوطين إضافيين، حيث صنع مارسيلو الهدف الثالث لرونالدو.
واحتج لاعبو البايرن بشدة على الحكم بعد احتسابه ذاك الهدف بحكم أنه جاء من تسلل، قبل أن يضيف ماركو أسينسيو الهدف الرابع للريال ويقضي على أحلام الفريق البافاري في العودة في النتيجة.
وقال مارسيلو في تعليقه على ما حصل في لقاء البايرن، إن الهدف الثالث لريال مدريد، الذي قدم تمريرته الحاسمة بنفسه لزميله رونالدو، كان يجب أن يلغى بداعي التسلل.
وأضاف ضاحكا: ""لقد جاء الهدف من تسلل واضح، لكن على المتضرر أن يذهب للشكوى الآن، كنت أعلم أن الهدف غير صحيح"".
وتابع: ""قلت لنفسي: يا إلهي، ثم نظرت إلى مساعد الحكم، وفوجئت بأنه يركض نحو خط الوسط محتسبا الهدف، وهنا تنفست الصعداء، كان بإمكاني التسديد، لكن عندما ترى كريستيانو رونالدو بجانبك يتغير الأمر كثيرا وتمرر له دون أن تشعر"".
وبعد إقصائه البايرن، واصل ريال مدريد طريقه في دوري أبطال أوروبا لموسم 2016-2017، وأطاح بجاره أتلتيكو مدريد في الدور نصف النهائي قبل أن يكتسح يوفنتوس 4-1 في النهائي ليتوج باللقب.
المصدر: goal + RT
"
