,title,time,link,text
28,آل الشيخ يكشف عن مفاجآت بشأن إقامة قمة الأهلي والزمالك في السعودية,15:02 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553722-%D8%A2%D9%84-%D8%A7%D9%84%D8%B4%D9%8A%D8%AE-%D9%8A%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D9%85%D9%81%D8%A7%D8%AC%D8%A2%D8%AA-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A5%D9%82%D8%A7%D9%85%D8%A9-%D9%82%D9%85%D8%A9-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%88%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9/,"كشف رئيس هيئة الترفيه في السعودية، تركي آل الشيخ، عن عدة مفاجآت بشأن المحاولات التي كانت تجري لإقامة قمة الدوري المصري بين الأهلي والزمالك في السعودية.
وأعلن في وقت سابق عن عرض لإقامة مباراتي قمة الدوري المصري بين الأهلي حامل اللقب، وغريمه الزمالك ضمن بطولة الدوري المحلي في السعودية، ورحب الأهلي بالفكرة بينما أكد المتحدث باسم الزمالك، أحمد سالم، أن الفريق الأبيض لن يواجه الأهلي في السعودية.
ولكن آل الشيخ أكد أن السعودية لم تعلن أبدا بشكل علني عن نيتها استضافة قمة الأهلي والزماك وأن التسريبات جاءت من المسؤولين في مصر.
وتابع ""في البداية، نهائي كأس مصر (بين الأهلي والزمالك الذي أقيم في السعودية في 8 مارس الماضي) خرج بشكل ناجح، وليس فقط من الناحية المالية، لكنها كانت فرصة إيجابية للتقارب بين الشعوب"".
وأردف ""تدخلت من أجل دخول أدوات التشجيع في نهائي الكأس، ولم نسمح بدخول تيفو الأهلي، لأنه حمل تجاوزات ضد المنافس واتحاد الكرة"".
ولفت المستشار السعودي ""بعد نهائي كأس مصر، اجتمعت بالمسؤولين في مصر، واقترحنا استضافة قمة الأهلي والزمالك بالدوري، وقدمنا عرضنا، ثم قبل أسبوع أبلغوني أن الأمور تسير بشكل جيد، وتم تحديد موعد المباراتين في أبريل ويونيو"".
وأشار ""وصلتني بعد ذلك موافقة الأهلي، رغم أنني كنت أتوقع صعوبة موافقة الأحمر بسبب ارتباطاته الإفريقية، وكنا نحاول توفير كافة السبل له مثل طائرة خاصة كي لا يتأثر الفريق سلبا"".
واستدرك ""تواصلت مع (عضو الفيفا) هاني أبو ريدة لمعرفة قانونية نقل مواجهة الأهلي في نصف نهائي دوري أبطال إفريقيا (حال عبوره ربع النهائي) بالرياض مقابل مبلغ مالي للمنافس، لتوفير الوقت على الأهلي بعد خوض القمة أمام الزمالك في 15 أبريل، لكنه أخبرني أن الأمر يبدو مستحيلا"".
وأوضح آل الشيخ ""بعد ذلك اكتشفنا وجود مشكلة أخرى، وهي أن المادة 71 تحظر نقل المباريات من قارة إلى أخرى، وتم من قبل رفض الفيفا خوض لقاء برشلونة وجيرونا بأمريكا، إلا في حالات معينة وبموافقة الفيفا"".
وأضاف ""حاولنا تخصيص جزء من مكافأة القمة إلى بقية فرق الدوري المصري والحصول على موافقة الاتحاد الدولي، وتواصلت مع مسؤول بالفيفا وأبلغني أن الموافقة لن تتعدى نسبة 10 بالمئة"".
وزاد آل الشيخ ""الزمالك وافق قبل موافقة الأهلي مقابل الحصول على مليون دولار للمباراتين، بجانب متطلبات الإقامة وغيرها، وبالتالي ليس من الصواب أن يخرج البعض ويدعي البطولة، فالزمالك لم يتحدث بشأن التحكيم"".
وكشف ""الفيفا لم يرد حتى الآن، لكننا أبلغنا الجانب المصري منذ يومين، أن الفكرة باتت صعبة، ولا شك أننا نرحب بكل المباريات المصرية للأندية والمنتخبات في أي وقت، وأتمنى عودة السوبر المصري السعودي مرة أخرى، وهو ما نتناقش فيه الآن مع الشركة المتحدة"".
وشدد ""لم أقم بزيارة مصر منذ فترة طويلة، فهل لا تزال صورتي في مقر الزمالك كما هي؟ إذا كانت موجودة فأنا أتمنى إزالتها"".
وأوضح ""ومع كامل احترامي، يجب محاسبة الشخص الذي صرح مثل هذه التصريحات المضروبة (اعتذار الزمالك عن لعب القمة في السعودية)"".
وكان المتحدث باسم الزمالك، أحمد سالم، قد قال عبر حسابه في موقع ""فيسبوك"" أمس الخميس: ""الفريق الأول لكرة القدم بنادي الزمالك سيتواجد في ستاد القاهرة يوم 15 أبريل لمقابلة فريق الأهلي وفقا لجدول مباريات مسابقة الدوري العام"".
المصدر: وكالات"
29,صلاح يغازل ميسي ويؤكد حصوله على هدية ثمينة من هداف أرجنتيني شهير (فيديو),14:31 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553710-%D8%B5%D9%84%D8%A7%D8%AD-%D9%8A%D8%BA%D8%A7%D8%B2%D9%84-%D9%85%D9%8A%D8%B3%D9%8A-%D9%88%D9%8A%D8%A4%D9%83%D8%AF-%D8%AD%D8%B5%D9%88%D9%84%D9%87-%D8%B9%D9%84%D9%89-%D9%87%D8%AF%D9%8A%D8%A9-%D8%AB%D9%85%D9%8A%D9%86%D8%A9-%D9%85%D9%86-%D9%87%D8%AF%D8%A7%D9%81-%D8%A3%D8%B1%D8%AC%D9%86%D8%AA%D9%8A%D9%86%D9%8A-%D8%B4%D9%87%D9%8A%D8%B1-%D9%81%D9%8A%D8%AF%D9%8A%D9%88/,"كشف النجم المصري محمد صلاح المحترف في صفوف نادي ليفربول، عن لاعبه الأرجنتيني المفضل إلى جانب زميله الحالي في ""الريدز"" أليكسيس ماك أليستر.
وقال صلاح في تصريحات نقلتها شبكة ""LFC Transfer Room"" الإنجليزية، إن ""اللاعب الأرجنتيني المفضل لدي إلى جانب ماك أليستر هو ميسي. أنا أحب ميسي.. ميسي هو ميسي"".
💬 | Mohamed Salah:My favorite Argentine player apart from Mac Allister? Messi. I love Messi. Messi is Messi, I love Messi.🐐🔴 pic.twitter.com/Tpz1TTVe2P
وأضاف: ""أحب أيضا (المهاجم الدولي الأرجنتيني السابق عمر غابرييل) باتيستوتا، التقيت به مرة في الأرجنتين، وأعطاني قميصه الموقع، لكن نعم، أنا أحب ميسي"".
“Qual é o seu jogador argentino favorito, sem ser o Mac Allister?”Mohamed Salah: “Messi, amo o Messi. Messi é o Messi. Amo o Batistuta também.”pic.twitter.com/JNGvWq7jA1
ويلعب ميسي حاليا مع إنتر ميامي الأمريكي وسبق له اللعب ضد صلاح عندما كان يدافع (ميسي) عن ألوان نادي برشلونة.
المصدر:  LFC Transfer Room
"
30,الدوسري يتفوق على رونالدو ويتوج بجائزة أفضل هدف في الدوري السعودي (فيديو),13:35 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553699-%D8%A7%D9%84%D8%AF%D9%88%D8%B3%D8%B1%D9%8A-%D9%8A%D8%AA%D9%81%D9%88%D9%82-%D8%B9%D9%84%D9%89-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D9%88%D9%8A%D8%AA%D9%88%D8%AC-%D8%A8%D8%AC%D8%A7%D8%A6%D8%B2%D8%A9-%D8%A3%D9%81%D8%B6%D9%84-%D9%87%D8%AF%D9%81-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A-%D9%81%D9%8A%D8%AF%D9%8A%D9%88/,"أعلنت رابطة الدوري السعودي للمحترفين يوم الجمعة، فوز نجم نادي الهلال، سالم الدوسري بجائزة أفضل هدف في الجولة 26، بعدما تفوق على قائد نادي النصر، كريستيانو رونالدو.
وطرحت الرابطة، استفتاء أمس الخميس للاختيار بين أهداف الدوسري في مرمى الأخدود، ورونالدو في شباك أبها، وفراس البريكان، مهاجم الأهلي، في ديربي الاتحاد.
🇸🇦 فراس البريكان @ALAHLI_FC🇵🇹 كريستيانو رونالدو @AlNassrFC🇸🇦 سالم الدوسري @Alhilal_FCأجمل 3️⃣ أهداف.. من اختيار الفريق الفني في الرابطة للجولة 26 👏#دوري_روشن_السعودي | #yallaRSLpic.twitter.com/1ngADPgY4K
وشارك في الاستفتاء 653.257 شخصا، فيما انحصرت المنافسة بين نجمي الهلال والنصر.
👏 بمشاركة (653,257) صوت. ســالــم الــدوســـري 🇸🇦نجم @Alhilal_FC يفوز بهدف الجولة الـ26 👏#دوري_روشن_السعودي#yallaRSLhttps://t.co/4943MwGGm2pic.twitter.com/uCDtjNw1iY
وحصل الدوسري في نهاية التصويت على 44.7 بالمئة من الأصوات، مقابل 44.1 لرونالدو، و11.2 للبريكان.
ويستعد الدوسري ورونالدو للمشاركة مع فريقيهما مساء اليوم الجمعة في منافسات الأسبوع الـ27 من الدوري السعودي، حيث يلعب الهلال ضد الخليج والنصر مع ضمك.
المصدر: رابطة الدوري السعودي"
31,تحول جسدي مذهل لنجم ريال مدريد الدولي التركي أردا غولر (صور),13:13 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553693-%D8%AA%D8%AD%D9%88%D9%84-%D8%AC%D8%B3%D8%AF%D9%8A-%D9%85%D8%B0%D9%87%D9%84-%D9%84%D9%86%D8%AC%D9%85-%D8%B1%D9%8A%D8%A7%D9%84-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A-%D8%A3%D8%B1%D8%AF%D8%A7-%D8%BA%D9%88%D9%84%D8%B1-%D8%B5%D9%88%D8%B1/,"حرص نجم نادي ريال مدريد الواعد التركي أردا غولر على بذل مجهود جبار في التمرين للحصول على فرصة اللعب بشكل أساسي مع النادي الملكي وتفادي الإصابات.
وانضم غولر إلى ريال مدريد صيف العام الماضي قادما من فنربخشة التركي، مقابل 20 مليون يورو، بعد منافسة قوية مع برشلونة.
La transformation physique d'Arda Güler 🇹🇷 ! 💪 pic.twitter.com/wanBnIHL3p
وحظي غولر بإشادة إعلامية وجماهيرية كبيرة، قبل انتقاله للنادي الملكي، وسط توقعات بقدرته على فرض نفسه في تشكيلة الفريق المدججة بالنجوم، لكنه تعرض لإصابات متتالية حرمته من المشاركة في مباريات عدة.
Arda Güler has completely transformed since joining Real Madrid 💪😱 pic.twitter.com/w5mPAHzQPu
وسلطت صحيفة ""أس"" الإسبانية، الضوء على العمل المبهر الذي يقوم به صاحب الـ19 عاما في صالة الألعاب الرياضية، وذلك للوصول إلى أفضل حالة بدنية ممكنة لتفادي الإصابات.
🚨| Arda Güler 🇹🇷 a pris 8KG de masse MUSCULAIRE grâce au travail en salle de sport. Il pourra jouer au plus haut niveau et éviter les blessures au maximum. @carrusel#RealMadrid ✅💪(image @theMadridZone) pic.twitter.com/PWmI0YSGZx
وأشارت الصحيفة إلى أن غولر استمع لنصيحة الجهاز الفني لريال مدريد باكتساب المزيد من الوزن، وهو ما قام به بالفعل، ليرفع وزنه من 62 إلى 70 كيلو غراما، محققا زيادة وصلت إلى 8 كيلو على مدار تسعة أشهر.
وأوضحت أن النجم التركي يريد التخلص من وصفه بـ""اللاعب المهاري النحيف""، عن طريق زيادة الكتلة العضلية لديه بالتمارين الشاقة والمكثفة التي تستمر لساعات، مما انعكس عليه بالإيجاب وأدى إلى ارتفاع لياقته وابتعاد الإصابات عنه في الفترة الأخيرة.
وتداول رواد مواقع التواصل الاجتماعي صورا للنجم التركي وهو يتدرب في قاعة تقوية العضلات.
Pas de repos pour Arda Güler. 🇹🇷💪 pic.twitter.com/QN7nGSlvhM
ولاحظ الجميع حجم ذراعي غولر وكتلته العضلية بعد خضوعه لتدريبات شاقة.
جدير بالذكر أن غولر شارك في سبع مباريات مع ريال مدريد خلال هذا الموسم، ونجح في هز الشباك مرة واحدة فقط.
المصدر: وكالات
"
32,"محمد نور يتوقع الفريق ""المفاجأة"" الذي سينهي سلسلة انتصارات الهلال السعودي (فيديو)",12:41 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553683-%D9%85%D8%AD%D9%85%D8%AF-%D9%86%D9%88%D8%B1-%D9%8A%D8%AA%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%81%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%AC%D8%A3%D8%A9-%D8%A7%D9%84%D8%B0%D9%8A-%D8%B3%D9%8A%D9%86%D9%87%D9%8A-%D8%B3%D9%84%D8%B3%D9%84%D8%A9-%D8%A7%D9%86%D8%AA%D8%B5%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/,"توقع نجم اتحاد جدة السابق محمد نور أن تتوقف السلسلة القياسية لعدد الانتصارات المتتالية التي حققها الهلال السعودي على يد فريق الخليج.
واعتلى نادي الهلال، قبل أيام، صدارة قائمة أكثر الأندية تحقيقا للانتصارات المتتالية على مستوى العالم، بـ31 فوزا متتاليا.
وقبيل انطلاق مباريات الجولة 27 من الدوري السعودي، سئل نجم الأهلي السعودي السابق، حسين عبد الغني خلال مشاركته بجانب نجم اتحاد جدة السابق محمد نور، في برنامج ""دورينا غير"" عن المفاجآت التي قد تحدث في هذه الجولة، فقال عبد الغني: ""لا أتوقع أن تحدث مفاجآت ولكن المباراة الأصعب هي مواجهة الاتحاد والتعاون، والفائز في تلك المباراة لن يكون مفاجأة"".
#محمد_نور:#الخليج سيوقف سلسلة انتصارات #الهلال@MohamedNoor_N18#دورينا_غير#قناة_السعوديةpic.twitter.com/2QccOEZwXM
وتدخل محمد نور قائلا: ""الخليج والهلال ستحدث فيها مفاجأة وقد تنتهي بالتعادل وستتوقف سلسلة انتصارات الهلال"".
ويواجه الهلال نظيره الخليج، بينما يلعب الاتحاد ضد التعاون مساء اليوم الجمعة، بالجولة 27 ضمن منافسات دوري المحترفين السعودي.
ويغرد الهلال منفردا في صدارة الدوري السعودي بفارق 12 نقطة عن أقرب منافسيه النصر.
المصدر: برنامج ""دورينا غير"""
33,بعد صيام هالاند عن التهديف.. المنافسة تشتد على صدارة هدافي الدوري الإنجليزي,12:19 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553675-%D8%A8%D8%B9%D8%AF-%D8%B5%D9%8A%D8%A7%D9%85-%D9%87%D8%A7%D9%84%D8%A7%D9%86%D8%AF-%D8%B9%D9%86-%D8%A7%D9%84%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D8%B3%D8%A9-%D8%AA%D8%B4%D8%AA%D8%AF-%D8%B9%D9%84%D9%89-%D8%B5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%82%D8%A7%D8%A6%D9%85%D8%A9-%D9%87%D8%AF%D8%A7%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A/,
34,ريال مدريد يحدد سعر إبراهيم دياز للأندية الراغبة في ضمه,11:11 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553614-%D8%B1%D9%8A%D8%A7%D9%84-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF-%D9%8A%D8%AD%D8%AF%D8%AF-%D8%B3%D8%B9%D8%B1-%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%AF%D9%8A%D8%A7%D8%B2-%D9%84%D9%84%D8%A3%D9%86%D8%AF%D9%8A%D8%A9-%D8%A7%D9%84%D8%B1%D8%A7%D8%BA%D8%A8%D8%A9-%D9%81%D9%8A-%D8%B6%D9%85%D9%87/,
35,لاعب موناكو يصدم هنري بسبب المغرب,09:34 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553590-%D9%84%D8%A7%D8%B9%D8%A8-%D9%85%D9%88%D9%86%D8%A7%D9%83%D9%88-%D9%8A%D8%B5%D8%AF%D9%85-%D9%87%D9%86%D8%B1%D9%8A-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8/,"وجه المغربي إلياس بن الصغير لاعب فريق موناكو، صدمة إلى تييري هنري مدرب منتخب فرنسا الأولمبي.
وذكر موقع ""كووورة "" أن هنري تواصل شخصيا مع بن الصغير، من أجل إقناعه بالتراجع عن تمثيل المغرب، واللعب مع ديوك فرنسا"".
وتابع: ""هنري وعد إلياس بن الصغير باللعب أساسيا مع منتخب فرنسا في أولمبياد باريس 2024، بجانب الاهتمام بشقيقه"".
ونوهت المصادر للموقع: ""رد إلياس بن الصغير كان حاسما، برفض عرض المدرب هنري، والتمسك باللعب لصالح أسود الأطلس"".
La @FFF qui force pour essayer de récupérer Ben seghir et le convaincre de changer d’avis.Eliesse Ben seghir qui republie ça sur sa story insta pas plus loin qu’hier 😏 (oui, lâchez ça @FFF 🤡) pic.twitter.com/dajo9GdNml
وأوضحت: ""تحرك هنري يأتي لقطع الطريق على إلياس بن الصغير، حتى لا يخوض مباراته الثالثة مع المغرب خلال يونيو المقبل، مما سيغلق الباب رسميا أمام الاتحاد الفرنسي"".
وانضم إلياس بن الصغير لمعسكر المغرب خلال الشهر الماضي، والذي شهد خوض مباراتين وديتين، حيث فاز بهدف دون رد على أنغولا، وتعادل دون أهداف مع موريتانيا.
المصدر: kooora"
36,كشف نتائج التحقيقات السرية حول نشاط حسابات بيكيه,08:18 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553572-%D9%83%D8%B4%D9%81-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D8%A7%D9%84%D8%AA%D8%AD%D9%82%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D8%B1%D9%8A%D8%A9-%D8%AD%D9%88%D9%84-%D9%86%D8%B4%D8%A7%D8%B7-%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A8%D9%8A%D9%83%D9%8A%D9%87/,
37,استبدال صلاح يثير غضبه ويرفض النظر إلى كلوب (فيديو),07:56 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553564-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D9%84-%D9%8A%D8%AB%D9%8A%D8%B1-%D8%BA%D8%B6%D8%A8-%D8%B5%D9%84%D8%A7%D8%AD-%D9%88%D9%8A%D8%B1%D9%81%D8%B6-%D8%A7%D9%84%D9%86%D8%B8%D8%B1-%D8%A5%D9%84%D9%89-%D9%83%D9%84%D9%88%D8%A8/,"أثار قرار المدرب الألماني يورغن كلوب المفاجئ استبدال محمد صلاح جناح ليفربول الإنجليزي أثناء مباراة الفريق أمام شيفيلد عند الدقيقة 60 أمس الخميس غضب اللاعب المصري.
وانتصر ليفربول على شيفيلد يونايتد بنتيجة 3-1 في اللقاء الذي أقيم على ملعب ""آنفيلد"" ضمن منافسات الجولة 31 من الدوري الإنجليزي الممتاز.
وبدا صلاح متفاجئا من قرار كلوب تبديله بزميله هارفي إليوت وظهر وهو يهز رأسه محبطا قبل أن يصافح المدرب الألماني على مضض دون أن ينظر إليه، إذ بدا غاضبا وهو يهم بالخروج من الملعب.
What do you think of the reaction of Mo Salah to being substituted? #beINPL#LIVSHU#LFCpic.twitter.com/ybh424kD81
وبدأ صلاح ثلاث مباريات فقط مع ليفربول منذ التغلب على مشاكل الإصابة الأخيرة التي تعرض لها.
وسجل صلاح 22 هدفا في 33 مباراة بجميع المسابقات هذا الموسم، كما قدم 13 تمريرة حاسمة.
ويعد اللاعب البالغ 31 عاما هداف ليفربول هذا الموسم وكان له دور أساسي في قيادة الريدز إلى صدارة الدوري، حيث يتطلع فريق كلوب للفوز بأول لقب له منذ عام 2020 في الموسم الأخير للألماني.
واستعاد الريدز صدارة البريميرليغ بعدما رفع رصيده إلى 70 نقطة ويليه أرسنال وصيفا بـ68 نقطة ثم مانشستر سيتي ثالثا بـ67 نقطة.
المصدر: RT"
38,ريال مدريد يستغل المغنية تايلور سويفت في صفقة مبابي,07:35 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553555-%D8%B1%D9%8A%D8%A7%D9%84-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF-%D9%8A%D8%B3%D8%AA%D8%BA%D9%84-%D8%A7%D9%84%D9%85%D8%BA%D9%86%D9%8A%D8%A9-%D8%AA%D8%A7%D9%8A%D9%84%D9%88%D8%B1-%D8%B3%D9%88%D9%8A%D9%81%D8%AA-%D9%81%D9%8A-%D8%B5%D9%81%D9%82%D8%A9-%D9%85%D8%A8%D8%A7%D8%A8%D9%8A/,"تسعى إدارة نادي ريال مدريد إلى الاستفادة من إقامة المغنية الأمريكية الشهيرة تايلور سويفت حفلتين في ملعب ""سانتياغو برنابيو"" معقل النادي الإسباني من أجل تقديم صفقته المنتظرة.
وتخطط إدارة ريال مدريد، لتقديم النجم الفرنسي كيليان مبابي لاعب باريس سان جيرمان الذي بات على أعتاب الانتقال إلى صفوف الفريق المدريدي خلال الصيف المقبل في صفقة مجانية، بشكل مبهر، وفقا لصحيفة ""ماركا"" الإسبانية.
ومن المنتظر أن تقدم نجمة البوب العالمية، حفلا ضخما باستعدادات كبرى في العاصمة الإسبانية مدريد، خلال يومي 29 و30 مايو، أي بعد أسبوع من انتهاء جميع المنافسات المحلية في فرنسا.
وأشارت ""ماركا""، إلى أن ريال مدريد ينوي استغلال حفلتي تايلور من أجل تقديم النجم الحائز على كأس العالم 2018، خصوصا أن الحفل سيكون قبل 24 ساعة فقط من المباراة النهائية لدوري أبطال أوروبا في ""ويمبلي""، وهي آخر مباراة من الممكن أن يخوضها كيليان مع باريس في مسيرته.
وختمت الصحيفة: ""ريال مدريد يرى في وجود شخصيتين مشهورتين ""مثل تايلور وكيليان"" سيكون مناسبا من أجل الاحتفال بانضمام الأخير إلى النادي"".
وكان مبابي، صرح في وقت سابق بأنه سيكشف عن وجهته الجديدة، قبل بداية بطولة أمم أوروبا 2024 التي تنطلق منافساتها في ألمانيا يوم 14 يونيو المقبل.
وأمضى مبابي 7 أعوام مع باريس سان جيرمان الفرنسي منذ انتقاله إليه في 2017 قادما من موناكو وأصبح الهداف التاريخي للنادي الفرنسي خلفا للأورغوياني إدينسون كافاني.
المصدر: ""وسائل إعلام""

"
39,جمهور برشلونة يهتف دعما لفلسطين أمام فريق إسرائيلي,07:19 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553539-%D8%AC%D9%85%D9%87%D9%88%D8%B1-%D8%A8%D8%B1%D8%B4%D9%84%D9%88%D9%86%D8%A9-%D9%8A%D9%87%D8%AA%D9%81%D9%88%D9%86-%D9%84%D9%85%D9%86%D8%A7%D8%B5%D8%B1%D8%A9-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86/,
